;ID_Pedido;Data_Pedido;ID_Representante;Nome_Representante;Regional;ID_Produto;Nome_Produto;Valor_Produto;Quantidade_Vendida;Valor_Total_Venda;Nome_Cliente;Cidade_Cliente;Estado_Cliente
;12345;25/12/2020;1007;Alex Souza;Sudeste;SKU9013;SSD;R$435;32;R$13.920;Carrefour;Guarapari;ES
;12346;25/12/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;81;R$64.800;Magazine Luiza;Betim;MINAS
;12347;25/12/2020;1007;Alex Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;59;R$70.800;Shoptime;Betim;MINAS
;12348;25/12/2020;1007;Alex Souza;Sudeste;SKU9006;E-Reader;R$250;65;R$16.250;Ricardo Eletro;São Paulo;SP
;12349;25/12/2020;1003;Paulo Ferreira;Sudeste;SKU9014;Tablet;R$1.700;6;R$10.200;Magazine Luiza;Belo Horizonte;MINAS
;12350;25/12/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;99;R$7.920;Ricardo Eletro;Betim;MINAS
;12351;25/12/2020;1006;Mário Junior;Sudeste;SKU9005;Celular Modelo 3;R$1.800;90;R$162.000;amazon;Niterói;RJ
;12352;26/12/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;58;R$8.700;kabum;Rio de Janeiro;RJ
;12353;26/12/2020;1005;Tais Fernandes;Sudeste;SKU9015;Teclado ;R$80;74;R$5.920;Magazine Luiza;Niterói;RJ
;12354;26/12/2020;1004;Isabela Carolina;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;31;R$133.300;Ponto Frio;Rio de Janeiro;RJ
;12355;26/12/2020;1009;Felipe Seixas;Sudeste;SKU9012;Smart TV;R$1.998;84;R$167.832;Shoptime;Vitória;ES
;12356;26/12/2020;1002;Lucas Souza;Sudeste;SKU9014;Tablet;R$1.700;33;R$56.100;Magazine Luiza;Campinas;SP
;12357;27/12/2020;1001;Maria Silva;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;84;R$361.200;Carrefour;Belo Horizonte;MINAS
;12358;27/12/2020;1004;Isabela Carolina;Sudeste;SKU9002;Carregador Portátil;R$80;81;R$6.480;kabum;Rio de Janeiro;RJ
;12359;27/12/2020;1002;Lucas Souza;Sudeste;SKU9008;Mouse;R$88;75;R$6.600;amazon;Betim;MINAS
;12360;27/12/2020;1001;Maria Silva;Sudeste;SKU9012;Smart TV;R$1.998;65;R$129.870;Shoptime;Rio de Janeiro;RJ
;12361;27/12/2020;1002;Lucas Souza;Sudeste;SKU9014;Tablet;R$1.700;64;R$108.800;kabum;São Paulo;SP
;12362;27/12/2020;1008;Teobaldo Junior;Sudeste;SKU9003;Celular Modelo 1;R$800;68;R$54.400;Shoptime;Belo Horizonte;MINAS
;12363;27/12/2020;1005;Tais Fernandes;Sudeste;SKU9003;Celular Modelo 1;R$800;75;R$60.000;Carrefour;Belo Horizonte;MINAS
;12364;27/12/2020;1002;Lucas Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;29;R$34.800;Ponto Frio;Guarapari;ES
;12365;27/12/2020;1002;Lucas Souza;Sudeste;SKU9002;Carregador Portátil;R$80;97;R$7.760;Ponto Frio;Guarapari;ES
;12366;28/12/2020;1007;Alex Souza;Sudeste;SKU9007;Headphone;R$150;13;R$1.950;Casas Bahia;Niterói;RJ
;12367;28/12/2020;1009;Felipe Seixas;Sudeste;SKU9008;Mouse;R$88;51;R$4.488;Casas Bahia;Vitória;ES
;12368;28/12/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;9;R$7.200;Carrefour;Belo Horizonte;MINAS
;12369;28/12/2020;1002;Lucas Souza;Sudeste;SKU9002;Carregador Portátil;R$80;25;R$2.000;Ricardo Eletro;Campinas;SP
;12370;28/12/2020;1002;Lucas Souza;Sudeste;SKU9003;Celular Modelo 1;R$800;71;R$56.800;Magazine Luiza;São Paulo;SP
;12371;28/12/2020;1004;Isabela Carolina;Sudeste;SKU9004;Celular Modelo 2;R$1.200;35;R$42.000;Ponto Frio;Rio de Janeiro;RJ
;12372;28/12/2020;1001;Maria Silva;Sudeste;SKU9003;Celular Modelo 1;R$800;42;R$33.600;Shoptime;Betim;MINAS
;12373;28/12/2020;1002;Lucas Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;14;R$20.300;Magazine Luiza;Guarapari;ES
;12374;29/12/2020;1009;Felipe Seixas;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;61;R$262.300;kabum;Betim;MINAS
;12375;29/12/2020;1005;Tais Fernandes;Sudeste;SKU9014;Tablet;R$1.700;15;R$25.500;Casas Bahia;Vitória;ES
;12376;29/12/2020;1008;Teobaldo Junior;Sudeste;SKU9013;SSD;R$435;81;R$35.235;Ricardo Eletro;Rio de Janeiro;RJ
;12377;29/12/2020;1002;Lucas Souza;Sudeste;SKU9014;Tablet;R$1.700;86;R$146.200;amazon;Rio de Janeiro;RJ
;12378;29/12/2020;1003;Paulo Ferreira;Sudeste;SKU9015;Teclado ;R$80;41;R$3.280;kabum;Vitória;ES
;12379;29/12/2020;1001;Maria Silva;Sudeste;SKU9015;Teclado ;R$80;38;R$3.040;Ponto Frio;São Paulo;SP
;12380;29/12/2020;1005;Tais Fernandes;Sudeste;SKU9004;Celular Modelo 2;R$1.200;69;R$82.800;Casas Bahia;Guarapari;ES
;12381;29/12/2020;1009;Felipe Seixas;Sudeste;SKU9008;Mouse;R$88;92;R$8.096;Casas Bahia;Vitória;ES
;12382;29/12/2020;1005;Tais Fernandes;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;33;R$141.900;kabum;Guarapari;ES
;12383;30/12/2020;1007;Alex Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;73;R$87.600;Ponto Frio;Rio de Janeiro;RJ
;12384;30/12/2020;1005;Tais Fernandes;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;89;R$129.050;Casas Bahia;Guarapari;ES
;12385;30/12/2020;1006;Mário Junior;Sudeste;SKU9002;Carregador Portátil;R$80;16;R$1.280;amazon;São Paulo;SP
;12386;30/12/2020;1006;Mário Junior;Sudeste;SKU9002;Carregador Portátil;R$80;46;R$3.680;Casas Bahia;São Paulo;SP
;12387;30/12/2020;1006;Mário Junior;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;89;R$382.700;Shoptime;Niterói;RJ
;12388;30/12/2020;1001;Maria Silva;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;34;R$146.200;Ponto Frio;Betim;MINAS
;12389;30/12/2020;1001;Maria Silva;Sudeste;SKU9005;Celular Modelo 3;R$1.800;64;R$115.200;amazon;Guarapari;ES
;12390;30/12/2020;1002;Lucas Souza;Sudeste;SKU9005;Celular Modelo 3;R$1.800;31;R$55.800;Shoptime;Guarapari;ES
;12391;30/12/2020;1007;Alex Souza;Sudeste;SKU9001;Caixa de Som;R$55;18;R$990;Ricardo Eletro;Betim;MINAS
;12392;30/12/2020;1007;Alex Souza;Sudeste;SKU9005;Celular Modelo 3;R$1.800;14;R$25.200;Shoptime;Niterói;RJ
;12393;30/12/2020;1009;Felipe Seixas;Sudeste;SKU9014;Tablet;R$1.700;80;R$136.000;Magazine Luiza;Rio de Janeiro;RJ
;12394;31/12/2020;1004;Isabela Carolina;Sudeste;SKU9012;Smart TV;R$1.998;68;R$135.864;Shoptime;Vitória;ES
;12395;31/12/2020;1002;Lucas Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;46;R$55.200;Shoptime;Rio de Janeiro;RJ
;12396;31/12/2020;1001;Maria Silva;Sudeste;SKU9004;Celular Modelo 2;R$1.200;75;R$90.000;Shoptime;Belo Horizonte;MINAS
;12397;31/12/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;25;R$36.250;Shoptime;Niterói;RJ
;12398;31/12/2020;1001;Maria Silva;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;27;R$116.100;Shoptime;Campinas;SP
;12399;31/12/2020;1006;Mário Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;10;R$22.200;Carrefour;Rio de Janeiro;RJ
;12400;31/12/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;23;R$33.350;amazon;Vitória;ES
;200001;01/01/2020;1009;Felipe Seixas;Nordeste;SKU9004;Celular Modelo 2;R$1.200;46;R$55.200;kabum;Salvador;BA
;200002;01/01/2020;1003;Paulo Ferreira;Nordeste;SKU9015;Teclado ;R$80;61;R$4.880;kabum;Salvador;BA
;200003;01/01/2020;1004;Isabela Carolina;Nordeste;SKU9008;Mouse;R$88;27;R$2.376;kabum;Niterói;RN
;200004;02/01/2020;1007;Alex Souza;Nordeste;SKU9003;Celular Modelo 1;R$800;41;R$32.800;Magazine Luiza;Fortaleza;CE
;200005;02/01/2020;1001;Maria Silva;Nordeste;SKU9006;E-Reader;R$250;61;R$15.250;Shoptime;Belo Horizonte;CE
;200006;03/01/2020;1008;Teobaldo Junior;Nordeste;SKU9015;Teclado ;R$80;17;R$1.360;Carrefour;Guarapari;BA
;200007;03/01/2020;1008;Teobaldo Junior;Nordeste;SKU9012;Smart TV;R$1.998;65;R$129.870;amazon;Salvador;BA
;200008;03/01/2020;1001;Maria Silva;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;71;R$157.620;Ponto Frio;Natal;RN
;200009;03/01/2020;1006;Mário Junior;Nordeste;SKU9005;Celular Modelo 3;R$1.800;57;R$102.600;kabum;Fortaleza;CE
;200010;05/01/2020;1009;Felipe Seixas;Nordeste;SKU9005;Celular Modelo 3;R$1.800;17;R$30.600;amazon;Natal;RN
;200011;05/01/2020;1009;Felipe Seixas;Nordeste;SKU9006;E-Reader;R$250;18;R$4.500;kabum;Fortaleza;CE
;200012;06/01/2020;1001;Maria Silva;Nordeste;SKU9006;E-Reader;R$250;21;R$5.250;Shoptime;Guarapari;BA
;200013;06/01/2020;1003;Paulo Ferreira;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;31;R$133.300;Magazine Luiza;Campinas;PB
;200014;06/01/2020;1009;Felipe Seixas;Nordeste;SKU9006;E-Reader;R$250;55;R$13.750;kabum;Salvador;BA
;200015;06/01/2020;1009;Felipe Seixas;Nordeste;SKU9004;Celular Modelo 2;R$1.200;77;R$92.400;Ponto Frio;João Pessoa;PB
;200016;06/01/2020;1007;Alex Souza;Nordeste;SKU9008;Mouse;R$88;22;R$1.936;Ricardo Eletro;João Pessoa;PB
;200017;06/01/2020;1004;Isabela Carolina;Nordeste;SKU9012;Smart TV;R$1.998;24;R$47.952;Ponto Frio;Natal;RN
;200018;07/01/2020;1002;Lucas Souza;Nordeste;SKU9004;Celular Modelo 2;R$1.200;52;R$62.400;Magazine Luiza;Fortaleza;CE
;200019;08/01/2020;1004;Isabela Carolina;Nordeste;SKU9007;Headphone;R$150;42;R$6.300;Ricardo Eletro;Fortaleza;CE
;200020;08/01/2020;1001;Maria Silva;Nordeste;SKU9005;Celular Modelo 3;R$1.800;76;R$136.800;amazon;Guarapari;BA
;200021;08/01/2020;1003;Paulo Ferreira;Nordeste;SKU9006;E-Reader;R$250;55;R$13.750;amazon;Guarapari;BA
;200022;10/01/2020;1002;Lucas Souza;Nordeste;SKU9002;Carregador Portátil;R$80;34;R$2.720;Magazine Luiza;João Pessoa;PB
;200023;10/01/2020;1009;Felipe Seixas;Nordeste;SKU9012;Smart TV;R$1.998;76;R$151.848;Shoptime;Salvador;BA
;200024;10/01/2020;1004;Isabela Carolina;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;19;R$27.550;Magazine Luiza;Natal;RN
;200025;11/01/2020;1003;Paulo Ferreira;Nordeste;SKU9001;Caixa de Som;R$55;27;R$1.485;Ponto Frio;Niterói;RN
;200026;11/01/2020;1002;Lucas Souza;Nordeste;SKU9004;Celular Modelo 2;R$1.200;30;R$36.000;Magazine Luiza;Fortaleza;CE
;200027;12/01/2020;1001;Maria Silva;Nordeste;SKU9001;Caixa de Som;R$55;26;R$1.430;Magazine Luiza;Niterói;RN
;200028;12/01/2020;1009;Felipe Seixas;Nordeste;SKU9005;Celular Modelo 3;R$1.800;33;R$59.400;Ponto Frio;João Pessoa;PB
;200029;13/01/2020;1004;Isabela Carolina;Nordeste;SKU9003;Celular Modelo 1;R$800;24;R$19.200;amazon;Campinas;PB
;200030;13/01/2020;1001;Maria Silva;Nordeste;SKU9005;Celular Modelo 3;R$1.800;46;R$82.800;amazon;Guarapari;BA
;200031;14/01/2020;1002;Lucas Souza;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;78;R$173.160;kabum;Campinas;PB
;200032;14/01/2020;1003;Paulo Ferreira;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;69;R$100.050;Ponto Frio;Belo Horizonte;CE
;200033;14/01/2020;1003;Paulo Ferreira;Nordeste;SKU9003;Celular Modelo 1;R$800;61;R$48.800;Carrefour;Belo Horizonte;CE
;200034;15/01/2020;1004;Isabela Carolina;Nordeste;SKU9008;Mouse;R$88;72;R$6.336;kabum;Niterói;RN
;200035;15/01/2020;1008;Teobaldo Junior;Nordeste;SKU9014;Tablet;R$1.700;47;R$79.900;Casas Bahia;Belo Horizonte;CE
;200036;15/01/2020;1001;Maria Silva;Nordeste;SKU9006;E-Reader;R$250;39;R$9.750;kabum;Natal;RN
;200037;16/01/2020;1008;Teobaldo Junior;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;40;R$58.000;Ponto Frio;Fortaleza;CE
;200038;16/01/2020;1006;Mário Junior;Nordeste;SKU9002;Carregador Portátil;R$80;62;R$4.960;Carrefour;Belo Horizonte;CE
;200039;16/01/2020;1003;Paulo Ferreira;Nordeste;SKU9003;Celular Modelo 1;R$800;25;R$20.000;Carrefour;Belo Horizonte;CE
;200040;17/01/2020;1006;Mário Junior;Nordeste;SKU9006;E-Reader;R$250;11;R$2.750;Ponto Frio;João Pessoa;PB
;200041;17/01/2020;1003;Paulo Ferreira;Nordeste;SKU9015;Teclado ;R$80;25;R$2.000;kabum;Salvador;BA
;200042;17/01/2020;1001;Maria Silva;Nordeste;SKU9003;Celular Modelo 1;R$800;71;R$56.800;Magazine Luiza;Niterói;RN
;200043;17/01/2020;1004;Isabela Carolina;Nordeste;SKU9002;Carregador Portátil;R$80;62;R$4.960;Casas Bahia;Fortaleza;CE
;200044;19/01/2020;1004;Isabela Carolina;Nordeste;SKU9004;Celular Modelo 2;R$1.200;63;R$75.600;Carrefour;Campinas;PB
;200045;19/01/2020;1009;Felipe Seixas;Nordeste;SKU9001;Caixa de Som;R$55;79;R$4.345;amazon;Guarapari;BA
;200046;19/01/2020;1002;Lucas Souza;Nordeste;SKU9008;Mouse;R$88;28;R$2.464;Ponto Frio;Guarapari;BA
;200047;20/01/2020;1004;Isabela Carolina;Nordeste;SKU9014;Tablet;R$1.700;18;R$30.600;Carrefour;Belo Horizonte;CE
;200048;20/01/2020;1007;Alex Souza;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;65;R$279.500;amazon;Natal;RN
;200049;20/01/2020;1003;Paulo Ferreira;Nordeste;SKU9002;Carregador Portátil;R$80;66;R$5.280;Ricardo Eletro;Belo Horizonte;CE
;200050;20/01/2020;1001;Maria Silva;Nordeste;SKU9012;Smart TV;R$1.998;23;R$45.954;Carrefour;Guarapari;BA
;200051;21/01/2020;1003;Paulo Ferreira;Nordeste;SKU9012;Smart TV;R$1.998;50;R$99.900;Magazine Luiza;Belo Horizonte;CE
;200052;21/01/2020;1002;Lucas Souza;Nordeste;SKU9016;Webcam;R$130;36;R$4.680;Magazine Luiza;João Pessoa;PB
;200053;21/01/2020;1001;Maria Silva;Nordeste;SKU9006;E-Reader;R$250;53;R$13.250;kabum;Natal;RN
;200054;21/01/2020;1004;Isabela Carolina;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;9;R$13.050;Ponto Frio;João Pessoa;PB
;200055;22/01/2020;1004;Isabela Carolina;Nordeste;SKU9007;Headphone;R$150;51;R$7.650;Ricardo Eletro;Fortaleza;CE
;200056;22/01/2020;1009;Felipe Seixas;Nordeste;SKU9003;Celular Modelo 1;R$800;38;R$30.400;kabum;Natal;RN
;200057;23/01/2020;1004;Isabela Carolina;Nordeste;SKU9002;Carregador Portátil;R$80;18;R$1.440;Casas Bahia;Natal;RN
;200058;24/01/2020;1001;Maria Silva;Nordeste;SKU9001;Caixa de Som;R$55;48;R$2.640;amazon;Natal;RN
;200059;24/01/2020;1009;Felipe Seixas;Nordeste;SKU9005;Celular Modelo 3;R$1.800;56;R$100.800;Casas Bahia;Campinas;PB
;200060;24/01/2020;1005;Tais Fernandes;Nordeste;SKU9006;E-Reader;R$250;19;R$4.750;kabum;Natal;RN
;200061;25/01/2020;1003;Paulo Ferreira;Nordeste;SKU9007;Headphone;R$150;68;R$10.200;Magazine Luiza;Salvador;BA
;200062;25/01/2020;1001;Maria Silva;Nordeste;SKU9012;Smart TV;R$1.998;6;R$11.988;Carrefour;Guarapari;BA
;200063;25/01/2020;1003;Paulo Ferreira;Nordeste;SKU9002;Carregador Portátil;R$80;28;R$2.240;kabum;Guarapari;BA
;200064;26/01/2020;1005;Tais Fernandes;Nordeste;SKU9005;Celular Modelo 3;R$1.800;16;R$28.800;amazon;Niterói;RN
;200065;26/01/2020;1004;Isabela Carolina;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;11;R$15.950;kabum;Belo Horizonte;CE
;200066;26/01/2020;1002;Lucas Souza;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;75;R$322.500;Carrefour;Natal;RN
;200067;27/01/2020;1009;Felipe Seixas;Nordeste;SKU9005;Celular Modelo 3;R$1.800;6;R$10.800;Magazine Luiza;Salvador;BA
;200068;29/01/2020;1007;Alex Souza;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;78;R$113.100;Magazine Luiza;João Pessoa;PB
;200069;29/01/2020;1008;Teobaldo Junior;Nordeste;SKU9003;Celular Modelo 1;R$800;80;R$64.000;Magazine Luiza;Salvador;BA
;200070;29/01/2020;1006;Mário Junior;Nordeste;SKU9001;Caixa de Som;R$55;18;R$990;Casas Bahia;Natal;RN
;200071;29/01/2020;1006;Mário Junior;Nordeste;SKU9014;Tablet;R$1.700;74;R$125.800;Shoptime;João Pessoa;PB
;200072;29/01/2020;1003;Paulo Ferreira;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;31;R$68.820;Magazine Luiza;Belo Horizonte;CE
;200073;30/01/2020;1004;Isabela Carolina;Nordeste;SKU9013;SSD;R$435;56;R$24.360;amazon;Natal;RN
;200074;30/01/2020;1002;Lucas Souza;Nordeste;SKU9004;Celular Modelo 2;R$1.200;27;R$32.400;Magazine Luiza;Fortaleza;CE
;200075;30/01/2020;1005;Tais Fernandes;Nordeste;SKU9003;Celular Modelo 1;R$800;19;R$15.200;Ponto Frio;Guarapari;BA
;200076;30/01/2020;1006;Mário Junior;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;58;R$249.400;Shoptime;Niterói;RN
;200077;31/01/2020;1002;Lucas Souza;Nordeste;SKU9004;Celular Modelo 2;R$1.200;49;R$58.800;Magazine Luiza;Fortaleza;CE
;200078;31/01/2020;1008;Teobaldo Junior;Nordeste;SKU9015;Teclado ;R$80;79;R$6.320;Ponto Frio;Guarapari;BA
;200079;31/01/2020;1003;Paulo Ferreira;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;30;R$43.500;Ponto Frio;Belo Horizonte;CE
;200080;01/02/2020;1009;Felipe Seixas;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;26;R$37.700;Magazine Luiza;João Pessoa;PB
;200081;02/02/2020;1009;Felipe Seixas;Nordeste;SKU9006;E-Reader;R$250;49;R$12.250;Carrefour;Fortaleza;CE
;200082;02/02/2020;1006;Mário Junior;Nordeste;SKU9006;E-Reader;R$250;41;R$10.250;Ponto Frio;João Pessoa;PB
;200083;02/02/2020;1008;Teobaldo Junior;Nordeste;SKU9004;Celular Modelo 2;R$1.200;78;R$93.600;Magazine Luiza;João Pessoa;PB
;200084;02/02/2020;1002;Lucas Souza;Nordeste;SKU9004;Celular Modelo 2;R$1.200;40;R$48.000;Casas Bahia;Belo Horizonte;CE
;200085;03/02/2020;1004;Isabela Carolina;Nordeste;SKU9004;Celular Modelo 2;R$1.200;48;R$57.600;Magazine Luiza;Natal;RN
;200086;03/02/2020;1002;Lucas Souza;Nordeste;SKU9012;Smart TV;R$1.998;20;R$39.960;amazon;Natal;RN
;200087;04/02/2020;1009;Felipe Seixas;Nordeste;SKU9002;Carregador Portátil;R$80;76;R$6.080;Casas Bahia;Fortaleza;CE
;200088;04/02/2020;1008;Teobaldo Junior;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;22;R$94.600;kabum;Natal;RN
;200089;05/02/2020;1009;Felipe Seixas;Nordeste;SKU9015;Teclado ;R$80;25;R$2.000;amazon;Niterói;RN
;200090;05/02/2020;1003;Paulo Ferreira;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;75;R$322.500;kabum;Salvador;BA
;200091;06/02/2020;1001;Maria Silva;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;40;R$88.800;Ponto Frio;Belo Horizonte;CE
;200092;06/02/2020;1005;Tais Fernandes;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;6;R$13.320;Shoptime;Natal;RN
;200093;06/02/2020;1002;Lucas Souza;Nordeste;SKU9002;Carregador Portátil;R$80;72;R$5.760;Ricardo Eletro;Salvador;BA
;200094;07/02/2020;1004;Isabela Carolina;Nordeste;SKU9003;Celular Modelo 1;R$800;15;R$12.000;Ponto Frio;Campinas;PB
;200095;07/02/2020;1003;Paulo Ferreira;Nordeste;SKU9007;Headphone;R$150;12;R$1.800;Magazine Luiza;Salvador;BA
;200096;08/02/2020;1004;Isabela Carolina;Nordeste;SKU9002;Carregador Portátil;R$80;46;R$3.680;Casas Bahia;Natal;RN
;200097;08/02/2020;1006;Mário Junior;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;62;R$137.640;kabum;Natal;RN
;200098;09/02/2020;1008;Teobaldo Junior;Nordeste;SKU9003;Celular Modelo 1;R$800;20;R$16.000;kabum;Campinas;PB
;200099;10/02/2020;1001;Maria Silva;Nordeste;SKU9012;Smart TV;R$1.998;10;R$19.980;Shoptime;Natal;RN
;200100;10/02/2020;1001;Maria Silva;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;37;R$82.140;Casas Bahia;Natal;RN
;200101;11/02/2020;1001;Maria Silva;Nordeste;SKU9001;Caixa de Som;R$55;50;R$2.750;Carrefour;João Pessoa;PB
;200102;11/02/2020;1005;Tais Fernandes;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;58;R$249.400;amazon;Fortaleza;CE
;200103;13/02/2020;1001;Maria Silva;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;39;R$167.700;kabum;Belo Horizonte;CE
;200104;14/02/2020;1003;Paulo Ferreira;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;19;R$27.550;amazon;Belo Horizonte;CE
;200105;14/02/2020;1009;Felipe Seixas;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;47;R$202.100;kabum;Fortaleza;CE
;200106;15/02/2020;1005;Tais Fernandes;Nordeste;SKU9012;Smart TV;R$1.998;76;R$151.848;Carrefour;Salvador;BA
;200107;16/02/2020;1001;Maria Silva;Nordeste;SKU9015;Teclado ;R$80;49;R$3.920;Carrefour;Natal;RN
;200108;16/02/2020;1009;Felipe Seixas;Nordeste;SKU9003;Celular Modelo 1;R$800;33;R$26.400;Ponto Frio;Niterói;RN
;200109;16/02/2020;1004;Isabela Carolina;Nordeste;SKU9004;Celular Modelo 2;R$1.200;76;R$91.200;Magazine Luiza;Natal;RN
;200110;16/02/2020;1004;Isabela Carolina;Nordeste;SKU9013;SSD;R$435;24;R$10.440;Ricardo Eletro;Natal;RN
;200111;16/02/2020;1003;Paulo Ferreira;Nordeste;SKU9005;Celular Modelo 3;R$1.800;56;R$100.800;Carrefour;Campinas;PB
;200112;17/02/2020;1002;Lucas Souza;Nordeste;SKU9014;Tablet;R$1.700;75;R$127.500;Shoptime;Niterói;RN
;200113;17/02/2020;1004;Isabela Carolina;Nordeste;SKU9002;Carregador Portátil;R$80;26;R$2.080;kabum;Natal;RN
;200114;17/02/2020;1006;Mário Junior;Nordeste;SKU9005;Celular Modelo 3;R$1.800;42;R$75.600;kabum;Fortaleza;CE
;200115;18/02/2020;1003;Paulo Ferreira;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;64;R$275.200;Magazine Luiza;Fortaleza;CE
;200116;19/02/2020;1009;Felipe Seixas;Nordeste;SKU9006;E-Reader;R$250;24;R$6.000;Carrefour;Campinas;PB
;200117;19/02/2020;1001;Maria Silva;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;54;R$78.300;amazon;Guarapari;BA
;200118;19/02/2020;1001;Maria Silva;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;39;R$86.580;Ponto Frio;Natal;RN
;200119;19/02/2020;1004;Isabela Carolina;Nordeste;SKU9012;Smart TV;R$1.998;5;R$9.990;Carrefour;Niterói;RN
;200120;19/02/2020;1002;Lucas Souza;Nordeste;SKU9014;Tablet;R$1.700;45;R$76.500;Shoptime;Guarapari;BA
;200121;19/02/2020;1001;Maria Silva;Nordeste;SKU9006;E-Reader;R$250;14;R$3.500;Casas Bahia;Salvador;BA
;200122;19/02/2020;1009;Felipe Seixas;Nordeste;SKU9003;Celular Modelo 1;R$800;17;R$13.600;kabum;Natal;RN
;200123;19/02/2020;1001;Maria Silva;Nordeste;SKU9014;Tablet;R$1.700;5;R$8.500;kabum;Belo Horizonte;CE
;200124;19/02/2020;1009;Felipe Seixas;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;23;R$98.900;Magazine Luiza;Campinas;PB
;200125;20/02/2020;1001;Maria Silva;Nordeste;SKU9004;Celular Modelo 2;R$1.200;33;R$39.600;Ricardo Eletro;João Pessoa;PB
;200126;20/02/2020;1002;Lucas Souza;Nordeste;SKU9001;Caixa de Som;R$55;26;R$1.430;Casas Bahia;Belo Horizonte;CE
;200127;21/02/2020;1004;Isabela Carolina;Nordeste;SKU9008;Mouse;R$88;52;R$4.576;kabum;Niterói;RN
;200128;21/02/2020;1007;Alex Souza;Nordeste;SKU9013;SSD;R$435;40;R$17.400;Casas Bahia;Belo Horizonte;CE
;200129;22/02/2020;1005;Tais Fernandes;Nordeste;SKU9005;Celular Modelo 3;R$1.800;19;R$34.200;Ponto Frio;Niterói;RN
;200130;23/02/2020;1008;Teobaldo Junior;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;68;R$98.600;Casas Bahia;Salvador;BA
;200131;24/02/2020;1009;Felipe Seixas;Nordeste;SKU9014;Tablet;R$1.700;50;R$85.000;kabum;Fortaleza;CE
;200132;24/02/2020;1009;Felipe Seixas;Nordeste;SKU9004;Celular Modelo 2;R$1.200;30;R$36.000;Ponto Frio;João Pessoa;PB
;200133;24/02/2020;1005;Tais Fernandes;Nordeste;SKU9010;Notebook Modelo 2;R$2.220;12;R$26.640;Ricardo Eletro;Guarapari;BA
;200134;24/02/2020;1004;Isabela Carolina;Nordeste;SKU9011;Notebook Modelo 3;R$4.300;20;R$86.000;kabum;Guarapari;BA
;200135;24/02/2020;1002;Lucas Souza;Nordeste;SKU9009;Notebook Modelo 1;R$1.450;75;R$108.750;kabum;Guarapari;BA
;200136;24/02/2020;1006;Mário Junior;Nordeste;SKU9008;Mouse;R$88;67;R$5.896;Casas Bahia;Salvador;BA
;200137;24/02/2020;1005;Tais Fernandes;Nordeste;SKU9005;Celular Modelo 3;R$1.800;50;R$90.000;Shoptime;Salvador;BA
